nickname,review,star,product_name,price,discount_pct,review_count,view_count,sales_count
Thungs,"무난하게 입기 좋아요
지금 날씨에 딱 좋은거 같아요",5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
개운한파리슬랙스,"얇긴 하지만 생각보다 따뜻하고
착용감 아주 좋아요",5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
게으른독일와이드,딸래미 선물로 사줬는데 너무 좋아 합니다 매일 입고다닐 듯,5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
az20058,생각보다 따뜻해서 놀랐습니다 가볍지만 보온도 챙겨줘서 좋아요,5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
Pz ZZang,굉장히 이쁘고요 일단 사시는걸 추천드립니더 요즘 막 춥다 덥다 그러잖아요 그럴때 아주 입기좋은 옷입니다,5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
인서울인뎅,"사이즈는 정사이즈인거같고!
보온성이 정말 좋은거같아요 !!!!!!
남자친구랑 커플로 잘 입고있습니다!",5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
무신마스터,"사이즈 표랑 동일한것 같구요
중학생딸이 맘에 들어하니 잘산것 같네요",5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
무신마스터,"배송 빠르고 제품도 좋네요 
중1 딸아이 사준건데 아주 맘에 들어하네요",5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
skyrein21,휘뚜루마뚜루 입기 좋은 옷입니다 단추가 아닌 지퍼였다면 하는 아쉬움이 있네용,5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
진실한터키헤링본,"색상 화면과 똑같고 재질,마감 깔끔해요. 얊은데 따뜻하고요. 단추색만 마음에 안들어요. 브라운 계열에 색이면 더 나을듯요 사이즈는 저에겐 딱 좋은데 xs치고는 정말 넉넉해요",4.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
니호야호,"평소에 입고 다니기 좋은 디자인과 보온성,
사이즈는 정사이즈여서 조금만 널널했으면 하는 바램,
그래도 만족",5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
도도한회색니트,사무실이 추워서 입으려고 샀는데 가볍고 따뜻하고 좋아요,5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
무정한종로패턴,흰색도 사겠습니다 너무 너무 너무 예뼈요 꼭 사세요,5.0,웜업 퀼팅자켓_아이보리,53370,46,25419,20000,30000
