nickname,review,star,product_name,price,discount_pct,review_count,view_count,sales_count
기러기차표,생각보다 품이 넉넉하진 않았어요 사이즈가 많은 편이라 크게 나오진 않은 느낌 사이즈 고민 충분히 하시고 구매하세여,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
기러기차표,좀 통통한 편이라 그런지 생각보다 품이 넉넉하진 않았어여 길이도 엉덩이 반만 가림 후기 잘 보고 사이즈 고르세요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
nrg4242,생각보다 깔끔하고 디자인이 마음에 들어요! 만족스럽습니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
H._.23,"오프라인매장에서 입어보고 온라인으로 구매했습니다.
기본 패딩을 찾고있던중에 눈에 들어왔는데요
가격대비 만족도가 높아요. 무겁지도 않구요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
옆자리,막입으려고 샀는데 생각보다 더 퀄이 좋아요. 덕다운이라 따뜻하고 겉감도 소재가 꽤나 괜찮습니다. 가성비 좋은듯요.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
날려부려,배송이 빠르고 옷도 잘 맞아요! 이번 겨울에 데일리로 아주 잘 입을것 같아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
가보자아고,일단 너무 따뜻하고 소매에 밴딩처리가 되어있어서 바람도 잘 막아줄거 같아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
거친그리스룩북,적당한 부피감과 아주 쨍한 깜장색이 사춘기 아이들에게 딱입니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
거친그리스룩북,"160대 중반 53kg 중학생 m사이즈 딱입니다. 
적당히 도톰해서 아이친구들이 다 샀어요 ㅎ",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
운눈,"새로운 숏패딩이 필요해서 여기저기 알아봤는데
가장 괜찮은 것 같아서 샀어요! 가볍고 따뜻해요 굿
길이가 딱이에요~",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
정직한분홍키높이,따뜻하고 옷도 트랜드해서 입기 좋은것 같아요. 추천해요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
정직한분홍키높이,따뜻하고 트랜드해서 자주 입을것 같아요 옷도 이뻐요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
지돌돌,"세일할때 
구매해서대만족
보온성두좋고스타일두",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
신나는대만런웨이,동생이 미국에서 따뜻하게입고다니면 좋겟어서 샀어요,4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
엔마아,올 겨울 패딩이 필요했는데 무탠다드로 저렴하게 샀어요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
풍성한홍콩굿즈,"오프라인 매장에서 우연히 보고 입어봤는데
생각보다 훨씬 좋고, 가볍고 따뜻해서, 온라인으로 구매했습니다!
물론 다른 매장에 이것보다 더 가벼운 패딩은 있었는데,",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
肖,가볍고 편해서 입고다니기에 좋아요 싼 가격에 잘 구매했어요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
최애의보라색코지,"좋아요 맛잇어요 배성 빨라요 ㅎㅎ
깔끔하고 좋네옹 ㅎㅎ 
잘 입읅요 감사해여",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
센스있는서촌정장,롱패딩말고 처음으로 숏패딩주문해봤는데 L사이즈 딱 좋아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
랩이좋은오사카핀,할인 기간에 구매해서 가성비 아주 좋게 잘 산 것 같아요 충전재 적당히 빵빵해서 좋습니다.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
올바른회색랭킹룩,생각보다 더 따듯합니다. 하나 아쉬운건 팔 모양이 조금만더 좁은형태여도 괜찮을거같네요. 기본템으로 아주 좋습니다,4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
20250930,핏이 예뻐서 간단하게 입고다니기 좋을것같아오,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
10000이,기대 안했는데 이뻐서 구매했습니다 가성비 너무좋아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
10000이,출퇴근용으로 구매했는데 가격대비 퀄리티가 너무 좋네요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
유익한미국실크,무난하고 사이즈 맞고 따뜻합니다. 평상시에 입기 좋습니다.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
6vs3,너무 따뜻하고 저렴한 가격에 잘 샀어요 사자마자 세일해서 슬프긴한데 맘에 들어요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
대담한청색울코트,싸게 잘 구매한거 같아요 충전재도 많고 다른브랜드에 비해 좋아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
맑은글로시베레모,너무이쁘고따뜻합니다 한겨울도 걱정 없을듯 잘입겠습니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
칼로리몬스터,겨울에 가성비 패딩으로 입고 좋을 거 같네요. 추천요ㅎㅎ,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
깨몽s,사이즈 맞고 무난하게 데일리로 입기 좋을거 같네요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
sooingsooing,적당한 무게에 무난하게 잘 입을수 있을거 같아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
sooingsooing,좋아요 편하고 무난하게 입기 좋을듯해요~잘입을께요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
존경받는마포헬멧,일단 디자인이 심플하고 깔끔해서 좋았고요 가성비 패딩인거같아요 10만원대에 이런제품 찾아보기 힘들죠,4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
은밀한시카고잠옷,"털도 잘 안 뭉치고 너무 조아요!!!
저렴한 가격에 킹성비",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
명백한카멜러닝화,제가 입었던 숏패딩 중에 가성비가 괜찮은 제품입니다.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
냉정한뉴욕득템,"사이즈는 저에게 딱맞습니다
적당한 품에 적당한 여유가 좋네요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
완벽한시드니모던,가격도 저렴하고 가볍고 배송도 아주 빠르고 좋았습니다.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
서대문팔라스,가격대비 좋은 성능. 딱 무신사 다운 점퍼네요. 구매 후 가격 더 떨어질 줄이야..,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
yejun3102,잘 입고 있습니다. 디자인 깔끔하고 예쁜 거 같아요.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
MUSIㄴ사,저렴하게 샀습니다. 곧 여름이지만요.. 겨울에 많이 입을 예정입니다~,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
Hphppp,"겨울지내려고 샀는데, 간편하게 입기좋은 것 같습니다.",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
사뭉사뭉,이젠 겨울 지났지만 올 겨울에 또 입을거애요 패딩 든든합니다~,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
뚠캠,따숩게 겨울 잘 보냈어요 오늘 세탁해서 잘 보관했네요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
서대문팔라스,요즘 푸퍼시즌이라 길이들이 짧은덕 이건 그나마 밸런스가 맞네요. 뭣보다 5만원이면 ㄷㅊ고 입어야죠 굿굿,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
인윤진이다,패딩이 따뜻하고 입기 편하고 디자인도 딱 깔금해서 좋아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
희미한터키펑키,따뜻하고 활동하는데 편해서 겨울 내내 잘 입고 다녔어여,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
LeSens J,아래 지퍼가 퍽퍽하거 빼 놓고는 강추입니다. 가격대비 완전 추천이요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
마이디,"따뜻하고 가볍고 좋아요.
제일 무난해서 그냥저냥 잘 입고 다녔습니다.",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
겸손한광저우수트,겨울 내내 잘 입었어요 러버서블 입다가 이걸 사서 입으니 너무 가벼운데 따뜻해서 좋아요 이제 이것만 입게 되네요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
옷린임다,겨울 날씨에 딱이에요. 가볍고 따뜻해서 출퇴근할 때 매일 입고 있어요. 특히 안감이 부드럽고 바람도 잘 막아줘서 체감 온도가 확실히 다르더라고요. 디자인도 깔끔해서 어떤 옷이랑 매치해도 잘 어울려요. 고민했는데 사길 잘했어요!,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
란젤,디자인이며 핏이며 보온성이며 편하게 입기 좋아요. 갓성비로 추천합니다.,4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
안전한서울의상,패딩 필요해서 하나 샀었는데 생각보다 따뜻하고 좋아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
유능한하얀후드티,생각보다는 덜 따뜻했어요. 털이 무슨털인지 궁금하네요,3.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
수용적인북촌빅백,"겨울내내아주잘입고다녔습니다
담에다른색깔재구매할께요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
수용적인북촌빅백,"겨울한철 아주잘입었습니다
나중에재구매의사있습니다",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
하뭉이_92,"겨울 내 진짜 잘 입었습니다
이쁘고 따시고 좋았어요!",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
hhyeok12,옷에 별 문제 없이 아직도 편하게 잘 입고 있습니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
얄미운그레이도트,생각보다 너무 따뜻해서 약간 놀랐어요. 롱패닝 입긴 애매할때 입기 좋아요.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
¿m0n0?,"옷 디자인 좋고 따뜻하고 좋습니다
만족합니다 좋아요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
오호호11,"편하게 입을수 있어 좋네요
핏도 좋아요 옷 입었을때 무난하니 이쁘네요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
기쁜허드슨텀블러,"솜도 빵빵하고 따뜻해요
편하게 입기 너무 좋은거 같아요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
거광시,중경에 이거 입고 갔습니다 그럭저럭 괘안습니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
jgh1027,디테일들이 너무 편하게 되어있고 착용감이 정말 편함,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
람밤블리,깔끔한 기본 패딩이고 검은색이라 신경안쓰고 입기 좋아요~,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
핫덕숄,저렴하고 빵빵한 다운자켓 좀더 일찍살걸 ㅠㅠ 이쁘네요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
단단한빨강의상,겨울동안 너무 편하고 따뜻하게 잘 입었고 세탁해서 보관중입니다 다음 겨울에도 잘 입을 것 같아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
모비딕션,가성비 매우 좋습니다 가볍게 핏 좋고요 자주 입었어요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
¿m0n0?,"디자인 좋고 따뜻하고 좋습니다
만족합니다 좋아요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
강동홓,가성비 짱짱 이가격에 이퀄리티 업습니다 하하 좋라요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
도록바09,적당한 두께감. 합리적인 가격. 덕분에 겨울 완전 잘 났습니다!,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
그애야암,신랑이 너무 좋아합니다.가벼운데 따시다고..가성비 짱짱!!키가 크고 등치가 있어서 기성복 사기 힘든데 잘샀습니다,4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
활기찬회색모던,가격대비 너무 좋습니다 어깡느낌 살짝있고 따뜻해여,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
5671062a9d2b0,"10만원 언더로 덕다운을 얻는 가성비템
기본템
보온력 좋은편",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
얌전한네이비재킷,따뜻하고 스타일 좋아요. 길지 않아 활동하기 편하고 여기저기 추천하고 다닙니다.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
상쾌한신촌힙스터,"거의 유니폼처럼 매일 입었어요. 무신사에서 패딩 몇개샀는데 이걸 제일 잘 입었습니다. 모자있는 구스 패딩이 훨씬 따뜻하긴 해도, 이 옷이 간편하게 입기 좋고 활동성도 좋아요. 추리닝에도, 출근 시 비즈니스 캐주얼에 입기에도 좋습니다. 검은색이라 여기저기 받쳐입기도 좋고요. 딱 깔끔하면서 베이직 패딩 찾으면 이 옷이 가장 가성비 좋아요. 정말 잘 입고 있고, 한 2-3년 입으면 닳을 거 같긴해요. 이번에 한번 세탁했는데 미세하게 일어났더라고요. 저렴한 거 감안하고 만족하는 편입니다. 만만세~ 추천해요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
간지자켓,"이번겨울 따뜻하게 잘 입었습니다
핏좋고 소재감도 가격대비 만족합니다",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
steelgold94,좋아요 겨울내내 잘입고 넣어뒀어요 옷이 잘 만들어진 느낌,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
큐트한로마미니,베이직하고 사이즈 잘 맞아요 화면과 비슷하고 배송도 빠르고 만족합니다!,4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
베네숑스톨,편하고 어디에든 잘 어울리고 좋아요. 또 구매해야겠어요,4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
새벽헛개,출퇴근용으로 입기 딱이네요 한겨울에도 충분함,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
새벽헛개,그레이사고 맘에들어서 블랙까지 ㅎ 한달지나도 빵빵,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
MINSOON!,"디자인도 무난해서 어떻게 입기에도 좋고, 가볍고, 따뜻합니다.",4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
ㅇㄴㅇㅁ,따듯하고 기장감이 마음에듭니다 막입기좋아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
민첩한인도마켓,"겨울이 끝나면서 꽃샘 추위를 대비하여 아주 저렴하게 샀어요 완전세일가로 득템했어요
체격이 작은 여자 분이 입기에 좋은 사이즈에요, 그래도 어깨는 살짝 크구요. 완전 따뜻해요
1월 한겨울 가장 추울때만 아니면 겨울내내 입을 수 있겠어요. 가격 대비 정말 훌륭한 옷입니다",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
저혀누,옷이 가볍고 따뜻해서 이번 겨울 잘보냈네요 추천합니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
오늘은네이비코트,"가성비좋고 가벼워서 손이 잘가네요
많이따뜻하진않지만 춥지않을때 잘입었습니다",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
선형적인코랄체크,"가성비 최고의 아이템 입니다.
넉넉하게 입으시는걸 추천",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
거친버건디오글리,이쁘고 핏도 좋고 가성비 너무 좋습니다. 자주 입었습니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
lux36,가성비 좋습니다 일상 전투 전천후 패딩 으로 추천합니ㅈ다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
온화한잠실비니,따뜻하고 기장감이라던가 보온성도 좋아요 다음에도 살듯요,4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
기쁜허드슨텀블러,"패딩 빵빵하고 길이도 적당하고 맘에 드네요
올겨울 따뜻하게 잘 입었어요",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
yoonsm,적당해요 괜찮아요 입을만 하고 사이즈도 적당함,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
알록알록알록,이번 겨울을 잘 견딜 수 있는 최고의 아이템이었어요~,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
최신성수루즈핏,요리조리 아무데나 편하게 얼룩티도안나고좋네요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
무채색무지맨,올블랙에 디테일이 많이 없다보니까 깔끔한 코디에 잘 어울려요.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
무채색무지맨,"착용하면서 느낀점입니다. 
첫째, 광택감이 고급진 느낌은 아닙니다.
둘째, 봉제선이 눈에 너무 잘 띕니다.",3.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
파랑랑랑,가성비 좋아요! 약간 솜은잘빠지는 타입이긴해요 ㅜㅜㅋ,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
확실한페루파스텔,사이즈 알맞고 이쁘고 전투용 패딩으로 계속 입기 좋아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
진지한서울앙고라,"배송빠르고 소재 도 좋고 너무마음에 듭니다.
많이파시고 대박나세요^^",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
장광스,따뜻하고 핏도 이쁘고 무난하게 어디에도 잘어울림,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
-,"무탠다드 제품은 언제나 만족스럽습니다

한달동안 잘 입었습니다.",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
현대적인로마심플,옷이 일단 가벼우면서 보온성이 정말 좋은것같아요..,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
9¾,"짐가방에 접어서 넣은지 24시간이 지났더니 
안 부풀어올라요 
..이틀이 넘어도 납잭해요",3.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
명랑한아말피라펠,기존 패딩이 다헐어서 합리적인 금액에 너무 잘 구입한거 같아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
다이아몬드_b24a365,한달 넘게 사용해봤는데 너무 만족스럽습니다. 감사합니다.,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
yejun3102,몸집 있는 편인데 딱 맞아서 좋았어요. 깔끔한 느낌에 패딩으로 딱이에요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
후기 안올림,맘에 듭니다 따숩고 막입어도 불편감 없어서 전투용으로 자주 착용해요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
앤틱한쿠바팬츠,"기본적으로 한개씩 있어야할 것 같아요
회색도 이쁜 것 같은데 내년에 사보겠습니다",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
이누시바,기본템으로 가성비 갑이죠 뭐 말할거 없는 꿀템입니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
다겅이,"그냥 진짜 무난하게 집앞 나가기 딱 좋은 패딩... 
클론이 좀 보임",5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
힘있는은색브로치,"겨울네 편하게 잘입었어요
다른컬러도 탐나네요",4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
jhwan96,겨울마다 하나씩 사서 전투용으로 막입고 다니기 좋습니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
김처르처르,세일기간에 구매해서 가성비 넘 좋고 따뜻해요 품질도 좋으요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
팍팍한광저우샘플,겨울에 입기 무난하고 복장 불문하고 걸치고 다니기 좋습니다,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
카블,두께도 적당하고 따뜻하니 좋습니다 저렴하게 잘샀네요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
9¾,팔 부분이 점점 업어지고 가방에 넣어서 이동한 날에 ㅠ 복원력이 없어요,3.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
검소한브라운코디,가격이 저렴해서 보온성도 떨어질까봐 걱정했는데 가격대비 너무 만족했어요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
송태형,올겨울 이거만 입은듯 팔시보리 안보이는처리 좋아요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
Zay128,크기도 크고 따뜻하고 안에 두꺼운 옷을 입어도 편해요,5.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
만다라.,"생각보다 루즈핏이고 패딩이 빵빵한 느낌이 없어요 
그냥 싼맛에 입기엔 무난해요",4.0,다운 푸퍼 숏 패딩 재킷 [블랙],113890,5,12948,20000,40000
