nickname,review,star,product_name,price,discount_pct,review_count,view_count,sales_count
후에에에에에엥,여행가서 옴청 잘 입고다녔어요! 투래킹항때 살짝 더워서 허리에 두르고 다녔는데도 큰 부피감없이 잘 둘러졌구요 추울때 딱 걸치고 지퍼 잠가주면 바람도 막아주는 아주 유용헌 패딩입니당,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
jhs06,가볍고 얇은데 꽤 따뜻해서 요즘 같은 날씨에 편하게 입기 좋아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
훈훈한잠실레더룩,가볍긴한데 좋다는 후기에 기대했것만 ...넘 레귤러핏에 작게 나왔네요ㅠㅠ사이즈표기도 꼼꼼히 봤지만 생각보단 작게 나왔어요.보통 XL입으면 낙낙한데 맨투맨티입고 입으니 작네요ㅠ얇은반팔티입고 걸치려면 나으려나....교환할시간없어서 바꾸지도못하고ㅠ 완전핏되게 입으실분만 정사이즈하세요.저처럼 어깨좀 있으심 두사이업은하셔야 편안하게 입을듯합니다..,4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
개싴,"색감, 핏이 너무이뻐요
이가격에 이런 느낌의 패딩은 진짜 없을거같아요~!!",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
은은한초록키홀더,간절기에 딱 좋은 두께에요. 가볍고 편하게 입고나갈 수 있어요!,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
꼬리가긴강아지,되게 가볍고 따뜻합니다. 냄새가 좀 나긴 했는데 한번 빨래하니깐 사라졌어요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
투명한아말피힙합,잘 맞고 가을에 입기 딱 좋습니다.부담없는 가격에 편하게 입을수 있을것 같습니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
달빛방울,"165한테도 밑에 넣어 입으면 괜찮아요
진짜 가볍고 부드러운 재질이라 편해요
경량대신 입기 딱 좋은 두께예요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
불금엔런던비니,가성비 좋고 생각보다 얇지만 생각보다 따뜻합니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
패션왕상우,진짜 따듯하고 핏도 좋아요 모자부분이 좀 뜨진하는데 이쁩니다,4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
강해보이는이름,색이 조금 진한고 빼고는 다 만족함 사이즈는 조금 여유,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
쌀국수맨,가볍게 입고 다니기에 너무나도 좋은 아이템입니다.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
브라키오사우르스맘,러닝하려고 샀어요 깃털처럼 가벼워서 따뜻할까 했는데 노파심이었네요 단순한 디자인으로 여기저기 노멀하게 잘 어울리겠어요,4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
유능한피사마켓,꽤 따뜻하고 도톰해요 처음에는 좀 꼬깃해서 펴지는데 시간이 걸릴거 같아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
독보적인방배플랫,사이즈 오버핏으로 디자인과 색상이 너무 맘에 들어요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
이건희1028,아xx릭스 핏 저리가라 입니다 기장이 긴가 했는데 스트링 있어서 조절할 수 있어서 좋네요 핏이 진짜 좋아요 만족만족 가성비 굿,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
K0wan,헬스장 갈때 가볍게 입으려고 샀는데 생각보다 따뜻하고 움직임도 편해요 ㅎ,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
하늘색다우니,"가벼움, 색상 아주 이쁨, 따듯함 원하는 조건을 다 갖췄습니다
이 가격에 이 품질에 너무 날로먹나 싶어 미안할정도",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
열심인살구색취향,가볍고 간절기에 입기 좋아요. 색상도 사진과 같고 핏도 예뻐요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
K0wan,날도 쌀쌀해지고 헬스장 갈때 가볍게 입을만한게 필요해서 샀눈데 가볍고 나름 따뜻하네요 핏도 둥글둥글해서 귀엽구요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
맥.,만족합니다. 3번째 구매하고 있습니다. 다음에도 다른 색으로 구매할게요.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
DSI,"사이즈 딱이고
옷 엄청 가볍네요.
근데 가격은 좀 비싼편같아요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
DSI,"가볍고 이쁘네요 사이즈도 딱 좋아요.
잘입을께요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
L윤이,날씨가 추워져서 샀는데 얇은데 바람 잘막아주고 따뜻해서 좋아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
mgs1,"정사이즈고 경량이라 따뜻할까했는데 굉장히 따뜻합니다.
낮에 가볍게 걸치고 갔다가 땀나서 바로 벗음 ㅎㅎ;;",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
성실한인디고로퍼,배송도 빠르고 포장도 꼼꼼해요 ^^가을에 입기에 딱좋아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
나는나니까나야,많이 두껍지 않아서 좋아요. 색도 생각보다 예뻐요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
BoYy,퀄리티 좋고 생각보다 따뜻합니다 가볍고 편하게 입기 좋아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
신선한크림등산화,적당한 두께에 편하게 잘 맞네요 자주 입을거 같아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
yumyi,깔끔한디자인 마음에들어요 흰색도 구매예정임,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
난과니지,한치수 업해서 입으니까 안에 껴입기고 좋고 따뜻해요!,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
노력하는민트쿠션,"가격 대비 너무 마음에 들어요!
유행하는 무탠다드 경량패딩보다 더 예뻐요!",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
리얼한베이징보그,"아크 아톰 보단 따뜻하고 아톰 AR 보단 떨어지네요
가성비 좋습니다.",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
keat_,요즘 같은 날씨에 입기에 딱 좋아요 편하고 만족스러워요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
keat_,전에 검은 색 사보고 만족스러워서 다른 색도 구매했어요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
씬썽희,사이즈가 딱 제가 원하는 핏이였고 잘 입을것같아요!!,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
Green07,175/67후기보고서 xl주문 했는데 딱맞아요 생각보다 작아서 아쉽네요 귀찮아서 그냥 입으려구요,4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
전주콤프,진짜 사이즈도 딱맞고 옷도 너무이쁜거 같습니다!,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
뉴비고민,깔끔하고 사이즈도 좋습니다 초겨울에 맛있게 입을수 있어요 품질이 좋은거 같아요 너무 싼마이 티 안나요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
뉴비고민,깔끔하고 사이즈도 좋습니다 초겨울에 맛있게 입을수 있어요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
차려입은대구단화,"작년에 라이트 그레이 구입하고, 너무 잘 입어서 검정으로 하나 더 샀어요. 저는 편하게 입으려고 L 샀습니다!",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
은벤2,진짜 가볍고요 깔끔하고 핏도만족스럽고 잘입습니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
Espa,"가벼운데 따뜻하고 좋습니다, 막 입기 매우 좋아요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
inaboi,"좋아요... 지금 딱 필요한 아우터
유행인 경량패딩은 살짝 피해가면서 즐기기 좋네요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
Jdh23,이미 샀었는데 만족해서 여자친구것도 샀어요 가성비 지림,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
서니답,제 스펙으로는 조금 커룔 근데 안에 두꺼운 옷입으면 괜차노을것갗아료,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
놀고싶은크림프릴,"175/67 기준 L 아주 찰떡입니다 조아요 
고민은 배송만 늦출뿐",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
최상의홍대오프너,"오프라인보다 저렴하개 구매해서 좋아요
더 추워지면 못입지만 지금 딱 입기좋아요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
정확한플럼트윌리,역시믿고사는 무탠이네요 너무 가볍고 좋습니다 강력추천이에요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
동준갓님,"배송도빠르고 입어보니 넘이뻐서 만족합니다
옷넘이뻐요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
느긋한영국점퍼,"너무 가벼워서 자주 입을거같네요
색상도 이쁘네요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
돌돌이과자,옷은 평범한데 너무 꾸리꾸리한 냄새가 나요 ~ 오자마자 세탁기 돌렸습니다.,2.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
부산고딩1,충전재가 폴리라서 안따뜻할까 걱정이 됐는데 생각보다 따뜻해서 좋았습니다. 보온도 좋고 수도권 한겨울은 잘 모르겠지만 부산 한겨울땐 입기 좋을 것 같습니다. 디자인도 심플하니 딱 좋네요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
가치있는남산모델,너무 최고입니다 정말 따뜻하고 편합니다 완전 만족합니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
가치있는남산모델,진짜 최고입니다 엄청 따뜻합니다 정말 마음에 들어요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
보름집사,옷이 진짜 냄새가 너무 심해서 봉지 뜯자마자 헛구역질했어요... 냄새 진짜 심합니다 무슨 비린내에 화학약품냄새가 섞인거같아요 환기 잘되는데에 걸어둬도 근처까지 냄새가 너무나서 그냥 바로 세탁했습니다... 세탁해도 뭔가 은은하게 냄새가 나는거같아요 대체 옷에서 이런 냄새는 어쩌다가 나게되는걸까요... 냄새 진짜 주의하세요,1.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
대무리,사이즈 딱맞고 적당히 두툼해서 좋습니다!! 초겨울에 잘입을듯 합니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
공개된플럼트렌치,"두껍지않지만 따뜻해서 좋고, 스타일도 무난해서 평상시에 편하게 입기 좋아요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
웃지마!민병관,"가벼운 무게
 ""정말 가볍다"", ""입은 듯 안 입은 듯 편하다"" 등 무게에 대한 만족도가 매우 높습니다.
가벼워서 활동성이 좋고, 운전하거나 실내에서 잠시 입고 있기에도 부담이 없다는 평입니다.",4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
웃지마!민병관,"디자인 및 핏
'스포츠 코어' 트렌드에 맞춰 깔끔하면서도 활동성을 강조한 디자인이 특징입니다.",4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
보현보현,이뻐용 패딩 같지도 않은데 따뜻하고 바람막이보단 두껍고 딱 좋네요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
랑데뷰s,너무 좋습니다 !! 잘 입겠습니다 ㅎㅎ 초겨울까지 입을수 있을거 같네요 추천합니다!!,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
새여미,간절기에 입기좋아요!!!지하철에서 입기좋네요!!감사합니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
가녀린동묘전문관,춥고 쌀쌀한 가을에 쓰기 좋은 가벼운 패딩입니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
kth8824,"안에 껴입을 생각으로 사이즈 결정했는데 마음에 듭니다!
색상도 생각했던 그대로라 만족해요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
이××,"편하게 입고다니기 좋은 두께, 생각보다 뛰어난 보온성 역시 믿고사는 무탠다드
179/81 인데 XL딱입니다",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
강대바리,"목이 조금더 낮았으면 좋았을텐데
그거말고는 좋아요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
숙련된청색터틀넥,몇년 전에 샀는데 잘 입고 있어서 다른 색상으로 또 구매했습니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
루카뒤뉴,"사이즈도 좋고, 재질도 맘에 들어서 만족스러운 옷입니다.",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
거친제노바쿨톤,편하게 작업복으로 입을려고 삿는데 잘삿네요 따뜻하고 가격대비 좋네요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
품위있는부산모델,지금 같이 일교차가 큰날씨에 입기에 딱 좋아요 흐,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
근사한대학로스판,가볍고 따듯하고 가성비 좋아요 추천합니다아아,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
베베.,핏이아주고낭맘에쏘옥드네여히히오우아앙짱,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
yuro8732,"되게 가엽고 보온성도 좋은 것 같네요 
초겨울에 애용할 것 같습니다!",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
근사한대학로스판,두께감도 적당하고 핏도 좋고 추천해요 가성비 있어요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
yuro8732,"받자마자 입어봤는데 너무 가볍고 스프링도 있어서 핏조절 나이스하게 할 수 있네요
초겨울 때 많이 입을 거 같네요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
계리스타,사이즈도 딱좋고 생각보다 더 따뜻한듯 재구매입니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
권태로운호주골지,가볍고 편하게 입을 수 있는 좋은 제품에 감사합니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
베베스키,가벼워서 러닝할 때 입어도 될 것같아요. 안쪽은 큰누빔 모양이 나있어서 옷감이 따로 놀 일이 없을 것같고요! 색상도 연한 카키빛이 도는 느낌이라 부담없이 입을 수 있을 것같아요. 더 쌀쌀해지면 입어볼게요~,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
권태로운호주골지,가볍고 편하게 입을 수 있는 좋은 제품에 감사합니다.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
이××,생각보다 빵빵하고 편하게 입기 딱 좋은거 같네요 지인이 이거입고 한라산 갔다왔다고 하던데 믿고 사봅니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
양로로,폭신한 바람막이 느낌 좋고 가벼워서 데일리로 딱임,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
폭염엔분홍로퍼,"가볍고 간절기에 요긴하게 입을거 같습니다
후기가 많은 이유가 있네요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
유혹적인플럼후드,구드아타ㅏ터ㅓ너머ㅓ투투ㅜㅌ워나ㅏ나타ㅣ터터ㅓ어너ㅏ타타ㅏ나나터,4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
주말엔멜버른양복,좋네요! 일상으로 입기도좋고 운동할때입어도좋고 굿굿,4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
재재우우재우,"핏도 너무 이쁘고, 사이즈도 딱이네요!

다른색도 사고싶어요....ㅜㅜ",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
재재우우재우,"가성비 최고의 제품 아닐까요? 
정말 핏도 이쁘고 너무 만족합니다.",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
Joan12,살까말까 고민중이엿는데 세일한다고해서 사뵜는데 맘에드네요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
경미잉,역시 무탠다드 맛있네용 좀 껴입으면 겨울에도 괜찮을거같아요 잘입겠습니다 !,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
차차02,"따시고 고급져요 작년에 품잘이
될만했네요 아주 만족합니다",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
godqhrr,"인기 많은데는 다 이유가 있는 법,, 정말 예뻐요 강추!!",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
훈이애오,우선 두께감도 괜찮았고 핏도 원하는대로 나와서 만족합니다.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
유연한노랑쿠션,"입어보니 딱입니다 간절기용으로 구매하였으나 레이어랑해서 입어도 좋을것 같아여 사이즈업 해도 괜찬을것 같아요
핏허게 입으시려면 평상시 사이즈로 오버하게 입으셔도 핏이 잘 나올듯 합니다",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
유연한노랑쿠션,"생각보다 괜찬습니다 기대감은 없었고 아주 딱 맞네요 사이즈 업하셔도 괜찬을거 같습니다 부족하거나 과하지 않아요
아주 막 잘 입겠습니다",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
Ray레이,"경량패딩이라고 생각하기엔 너무 얇고, 도톰한 바람막이라고 생각하시면 딱 적당할것같아요. 올 가을에 잘 입을께요ㅎㅎ빠른배송 굿",4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
하대치,얇지도 두껍지도 않은 부드러운 재질입니다 늦가을이나 초겨울정도 착용하기 딱 좋을거 같아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
퇴짜맞은카멜래플,기대이상이네요. 아크* 느낌있는데 가성비 고려하면 휘뚜루마뚜루 맘편히 입을 수 있어 좋아요.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
예쁘게입을게요,"재질도 너무 좋고 사이즈도 너무 예쁘게 잘 나왔어요
따뜻해서 겨울에 편하게 입기 좋을 것 같습니다",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
힙슽,딱 가을부터 초겨울까지 휘뚜르마뚜르 어떤코디든 다 입기좋고 비오는데 우산없어서 잠바 쓰고갓는데 방수 좋네요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
능동적인파리볼캡,딱 가을에서 겨울넘어가기전에 입기좋은 패팅 조아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
거고사랑,인기 많은덴 이유가 있는법 따로 무슨 설명이 필요할까요. 같이 배송온 양말보다 가벼운데 더워.. 입자마자 더워 굿,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
쩰리,와이프 겨울용 얇은 잠바로 구매했네용 아크테릭스보다 좋네요 ㅎ배송도 나름 빠르고 좋습니다!,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
차분한보스턴빅백,"초겨울에 입으면 될 것 같네요
생각보다 이뻐서 대만족합니다",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
Choibic,자켓 안에 긴팔 맨투맨 입고 입으니깐 사이즈 딱 좋습니다.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
Choibic,"이 가격에서는 좋은 퀄리티라고 생각합니다.
안에 맨투맨 긴팔 입으면 사이즈 좋습니다.",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
쿨창,다른 색상 구매해서 잘쓰다가 글로시가 나와서 다시 구매했어요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
접북,"이가격대에 가성비가 엄청 좋다고 생각함
핏도 괜찮고 보온성도 뛰어남",4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
배래이1,품질 좋아요. 다른색으로 하나 더 사고 싶네요. 만족합니다.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
찌기삐니,너무너무 만족합니다 고민하지마시구 주문하세용,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
소중한런던린넨,"빠른 배송 감사합니다
검정색 구매 했었는데 가볍고 따뜻해서 그레이색도 할인된 가격에 잘 구매 했어요
잘 입겠습니다",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
backku,가볍고 따뜻해서 어디에나 입기 좋고 깔끔하게 이뻐요,4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
backku,가볍고 따뜻하고 편해서 막 입기 좋아요. 가성비 좋은것 같습니다.,4.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
매끈한그리스소품,운동+ 평상 시 막 입을 용도로 구매했습니다 좋아요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
보현보현,디자인이 너무 마음에 듭니다 모자 달린 스탠다드한 패딩을 원했는데 딱이네여,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
アワーレガシー,장바구니에 넣어뒀는데 진짜 몇달째 세일을 안하더라구요 ㅋㅋㅠㅠ드디어 세일+쿠폰+카드할인까지 맥여서 샀습니다. 참고로 낙낙하니 정사이즈 가세요. 후기보고 1업 했으면 교환했을 듯,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
806픽스터,가볍고 따뜻하고 디자인도 깔끔해서 잘 입을거 같습니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
색다른니스스키니,입자마자 바로 따뜻하더라구요 이번겨울에 잘 쓸거같아요 감사합니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
낄코월드,소재에 비해 가격이 저렴한 건 아닌 것 같아요. 하지만 나머지 만듦새는 딱히 흠잡을 데 없고 특히 스타일이 아주 마음에 듭니다. 초겨울에 휘뚜루마뚜루 아무데나 걸쳐입기 너무 좋을 것 같아요. 언젠가 세일 한 번 했으면 좋겠어요 밝은색도 사고싶네요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
aaaaaaw,환절기. 이너 상태에 따라 그냥 겨울까지 가능할 거 같아요. 가볍기는 엄청 가볍고 안쪽 느낌 부드러워요.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
co_way,"목부분 지퍼가 많이 올라오는데, 이건 불편하다고 느낄 수도 있을거 같아요",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
마리모키우기,가벼우면서도 따뜻하다고 할까요. 한겨울 말고는 가볍게 입고다니기 좋습니다. 특히 가을~초겨울 혹은 봄에 미묘하게 추울때 입기 강추에요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
연쇄살림마,이번 간절기에 제일 잘 입고 다녔던 옷입니다 편하고 따듯해요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
alrook,"운동할 때나 가벼운 외출할 때 가장 먼저 손이 가는 자켓입니다.
기장도 딱 적절해서 입기 좋아요~",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
우진이는못말려,디자인과 색깔 두가지 모두 마음에 듭니다! 자주 입을 정도로 마음에 들었던 옷이에요~,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
처음하는사람,지금은 더워서 입진 못 하지만 저번 겨울 봄초에는 잘 입고다녔습니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
한다몽,얇으면서도 따뜻해서 전투용으로 자주 입었습니다!,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
규우댕,핏도 너무 이쁘고 따뜻합니다. 입고 나가면 주위에서 어디꺼냐고 자꾸 물어보네요 ㅎㅎ,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
규우댕,봄까지 항상 입고 다녔습니다. 올해도 가을부터 다시 입을 예정입니다.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
폭염엔피렌체고글,날씨에 이만한게 없어요 적당히 따시고 색도 이쁨 아크 후림,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
도치파워,유광에 힙하고 따뜻한데 가볍고 편해서 주구장창 이것만 입었네요 베리 굿입니다,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
thebig,"빠르게 잘 받았습니다
상품 사진과 같고 만족합니다",5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
충실한노랑맥코트,고등아들이 교복처럼 입고 다녔습니다. 얇은 솜 패딩이라 간절기에 최적이며 활동하기 편한 디자인이라 여러옷 중 이 옷만 입네요.,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
꿀빠는중,가볍고 부피도 압축시킬수 있어서 해외여행용으로 가볍게 걸치려고 구매했습니다 괜찮네요,5.0,코어 패딩 자켓 (6colors),89890,10,8200,80000,20000
